player_name,player_key,gender,birth_year,age_group,age_group_code,program,playing_up
Ivo Elgafield,ivo elgafield,m,2017,9,U09B,,
Imre Zelhethorn,imre zelhethorn,m,2019,8,U08B,Junior,
Alder Marreford,alder marreford,m,2019,7,U07B,Junior,
Nerys Halrefield,nerys halrefield,f,2013,14,U14G,Select,
Yorick Halteford,yorick halteford,m,2018,8,U08B,Junior,
Dara Selveford,dara selveford,m,2019,8,U08B,Junior,
Nerys Gargaridge,nerys gargaridge,m,2018,9,U09B,,
Ulf Alhewick,ulf alhewick,m,2014,13,U14B,Select,
Rennick Torheham,rennick torheham,f,2008,18,U19G,Select,
Faron Evgaley,faron evgaley,f,2011,15,U16G,Select,
Garrick Istceley,garrick istceley,f,2018,9,U09G,,
Nils Jorsewick,nils jorsewick,f,2021,6,U06G,Micro,
Marek Selgavale,marek selgavale,m,2021,5,U05B,Micro,
Fenn Heswefield,fenn heswefield,m,2020,7,U07B,Junior,
Ulla Isthegrove,ulla isthegrove,m,2014,12,U12B,,
Fable Gilweton,fable gilweton,m,2015,11,U12B,,
Imre Norgack,imre norgack,f,2020,6,U06G,Micro,yes
Wrenna Norfedge,wrenna norfedge,m,2018,9,U09B,,
Lark Dorpeford,lark dorpeford,f,2013,14,U14G,Select,
Juno Tormethorn,juno tormethorn,f,2017,9,U09G,,
Marek Istfeham,marek istfeham,f,2019,8,U08G,Junior,
Ysolt Selsewell,ysolt selsewell,m,2022,4,,Minis,
Ilse Gardowell,ilse gardowell,f,2017,10,U10G,,
Delia Elheworth,delia elheworth,m,2018,8,U08B,Junior,yes
Juno Ulpemere,juno ulpemere,m,2020,6,U06B,Micro,
Hale Jorteck,hale jorteck,m,2013,13,U14B,Select,
Signy Penseton,signy penseton,f,2023,4,,Minis,
Fable Ashzamont,fable ashzamont,f,2020,7,U07G,Junior,
Zephyr Torcogrove,zephyr torcogrove,m,2022,5,U05B,Micro,
Hesper Fenreley,hesper fenreley,f,2022,4,,Minis,
Vero Selbamere,vero selbamere,f,2021,6,U06G,Micro,
Alder Irferidge,alder irferidge,f,2018,9,U09G,,
Odis Jorseridge,odis jorseridge,m,2020,7,U07B,Junior,
Alder Dormethorn,alder dormethorn,m,2016,11,U12B,,
Perrin Istcoby,perrin istcoby,f,2018,9,U09G,,
Nerys Zelremont,nerys zelremont,m,2021,6,U06B,Micro,
Torv Fenbaby,torv fenbaby,m,2018,8,U08B,Junior,
Verity Jordodge,verity jordodge,m,2017,9,U09B,,
Osric Torcodge,osric torcodge,f,2011,15,U16G,Select,
Kerrin Marbamont,kerrin marbamont,f,2017,10,U10G,,
Marek Norhevale,marek norhevale,f,2011,15,U16G,Select,
Nessa Zelcofield,nessa zelcofield,f,2018,9,U09G,,
Zephyr Garwestone,zephyr garwestone,m,2019,7,U07B,Junior,
Kestrel Torboden,kestrel torboden,m,2021,6,U06B,Micro,
Torv Jorbaden,torv jorbaden,f,2014,12,U12G,,
Imre Ulnevale,imre ulnevale,f,2014,13,U14G,Select,
Faron Penzaridge,faron penzaridge,m,2021,5,U05B,Micro,
Zoran Yarcewell,zoran yarcewell,m,2018,9,U09B,,
Hollin Gildaworth,hollin gildaworth,m,2020,7,U07B,Junior,
Wrenna Selceford,wrenna selceford,f,2020,6,U06G,Micro,
Hesper Danpeley,hesper danpeley,f,2019,7,U07G,Junior,
Kerrin Dorhethorn,kerrin dorhethorn,m,2009,18,U19B,Select,
Nils Pencefield,nils pencefield,f,2021,6,U06G,Micro,
Tamsin Halneley,tamsin halneley,m,2019,7,U07B,Junior,yes
Sorrel Jesmewell,sorrel jesmewell,f,2021,6,U06G,Micro,
Vero Yarmewick,vero yarmewick,m,2022,5,U05B,Micro,
Zephyr Ovleford,zephyr ovleford,m,2022,5,U05B,Micro,
Ulf Dordaley,ulf dordaley,m,2023,4,,Minis,
Ysolt Brerewick,ysolt brerewick,f,2021,6,U06G,Micro,
Zeda Fendowell,zeda fendowell,m,2020,7,U07B,Junior,
Kova Yarmedge,kova yarmedge,m,2018,8,U08B,Junior,
Zeda Fensefield,zeda fensefield,m,2018,8,U08B,Junior,
Ulla Marlewick,ulla marlewick,m,2020,7,U07B,Junior,
Torv Fenhedge,torv fenhedge,m,2020,7,U07B,Junior,
Ulric Dorcethorn,ulric dorcethorn,m,2020,7,U07B,Junior,
Bryn Garcoham,bryn garcoham,m,2010,17,U19B,Select,
Ulric Evdoton,ulric evdoton,f,2011,15,U16G,Select,
Sable Gilcevale,sable gilcevale,m,2017,10,U10B,,
Fable Ovzaham,fable ovzaham,f,2018,8,U08G,Junior,yes
Nerys Zelkacombe,nerys zelkacombe,f,2018,9,U09G,,
Zeda Norvevale,zeda norvevale,m,2022,4,,Minis,
Zoran Ashpedge,zoran ashpedge,f,2021,5,U05G,Micro,
Hesper Algaton,hesper algaton,f,2021,5,U05G,Micro,
Xara Ranbaby,xara ranbaby,f,2020,6,U06G,Micro,
Bram Penpedge,bram penpedge,f,2015,12,U12G,,
Bryn Clyceby,bryn clyceby,f,2012,15,U16G,Select,
Elsbet Clyveton,elsbet clyveton,f,2013,14,U14G,Select,
Kerrin Corbamere,kerrin corbamere,m,2018,9,U09B,,
Orin Corzafield,orin corzafield,f,2018,8,U08G,Junior,yes
Vero Marmeford,vero marmeford,f,2015,12,U12G,,
Yorick Clybomere,yorick clybomere,f,2015,11,U12G,,
Faron Danteworth,faron danteworth,m,2021,6,U06B,Micro,
Bram Alweridge,bram alweridge,m,2016,11,U12B,,
Nerys Zelcocombe,nerys zelcocombe,m,2015,11,U12B,,
Bram Fenceridge,bram fenceridge,m,2022,5,U05B,Micro,
Ivo Alkamont,ivo alkamont,m,2018,8,U08B,Junior,
Bram Jespeck,bram jespeck,f,2018,9,U09G,,
Clove Ovtewick,clove ovtewick,f,2012,15,U16G,Select,
Vesper Gilcogrove,vesper gilcogrove,m,2021,5,U05B,Micro,
Ulla Torperidge,ulla torperidge,m,2021,6,U06B,Micro,
Hesper Clysewick,hesper clysewick,m,2021,6,U06B,Micro,
Elsbet Zelfewick,elsbet zelfewick,f,2012,14,U14G,Select,
Yarrow Marsegrove,yarrow marsegrove,m,2019,7,U07B,Junior,
Faron Hesdowell,faron hesdowell,m,2018,8,U08B,Junior,
Fable Ircothorn,fable ircothorn,f,2021,6,U06G,Micro,
Isolde Irsestone,isolde irsestone,f,2020,7,U07G,Junior,
Fenn Ulbovale,fenn ulbovale,m,2020,7,U07B,Junior,
Hale Ranlecombe,hale ranlecombe,m,2015,12,U12B,,
Fenn Bramkamere,fenn bramkamere,f,2018,9,U09G,,
Sable Pennecombe,sable pennecombe,m,2017,10,U10B,,
Tamsin Fendomont,tamsin fendomont,m,2016,10,U10B,,yes
Garrick Jescogrove,garrick jescogrove,m,2014,13,U14B,Select,
Orin Torpegrove,orin torpegrove,f,2019,8,U08G,Junior,
Fable Yarseford,fable yarseford,m,2020,7,U07B,Junior,
Vero Dorpeden,vero dorpeden,f,2017,9,U09G,,
Odis Elzaworth,odis elzaworth,m,2010,16,U16B,Select,
Corin Evhemere,corin evhemere,m,2022,5,U05B,Micro,
Marek Marfeford,marek marfeford,m,2019,7,U07B,Junior,
Juno Elperidge,juno elperidge,m,2022,5,U05B,Micro,
Mabon Alcoford,mabon alcoford,m,2019,7,U07B,Junior,
Fenn Jessestone,fenn jessestone,f,2021,5,U05G,Micro,
Elsbet Ulzadge,elsbet ulzadge,m,2016,11,U12B,,
Rennick Linvecombe,rennick linvecombe,m,2020,7,U07B,Junior,
Kova Brecoton,kova brecoton,m,2018,9,U09B,,
Gilda Alweford,gilda alweford,m,2015,12,U12B,,
Mabon Istdoham,mabon istdoham,m,2020,7,U07B,Junior,
Hollin Gilseham,hollin gilseham,f,2020,6,U06G,Micro,
Prue Dortefield,prue dortefield,m,2017,10,U10B,,
Rennick Yarsethorn,rennick yarsethorn,f,2017,9,U09G,,
Hesper Jesweworth,hesper jesweworth,m,2016,11,U12B,,
Mabon Irboham,mabon irboham,m,2018,9,U09B,,
Dara Ranleden,dara ranleden,m,2021,6,U06B,Micro,
Prue Penmeham,prue penmeham,m,2016,11,U12B,,
Emrys Irbavale,emrys irbavale,m,2016,11,U12B,,
Zoran Zelceby,zoran zelceby,m,2022,4,,Minis,
Rennick Istvestone,rennick istvestone,m,2013,13,U14B,Select,
Juno Falrevale,juno falrevale,f,2016,11,U12G,,
Joss Jornemont,joss jornemont,m,2020,6,U06B,Micro,
Prue Istdofield,prue istdofield,m,2018,8,U08B,Junior,
Emrys Clylewell,emrys clylewell,m,2018,9,U09B,,
Hesper Fenboworth,hesper fenboworth,f,2021,6,U06G,Micro,
Ysolt Ashmewick,ysolt ashmewick,m,2021,6,U06B,Micro,
Kerrin Wyndack,kerrin wyndack,m,2020,7,U07B,Junior,
Jarl Zelgacombe,jarl zelgacombe,f,2022,5,U05G,Micro,
Hollin Jesfeden,hollin jesfeden,m,2008,18,U19B,Select,
Mira Wyngavale,mira wyngavale,m,2020,6,U06B,Micro,
Kerrin Jornegrove,kerrin jornegrove,f,2017,10,U10G,,
Imre Zelbaridge,imre zelbaridge,m,2018,8,U08B,Junior,
Bryn Fenteley,bryn fenteley,f,2022,5,U05G,Micro,
Vero Verkacombe,vero verkacombe,m,2021,5,U05B,Micro,
Ysolt Corkastone,ysolt corkastone,m,2021,6,U06B,Micro,
Torv Yargaridge,torv yargaridge,m,2015,11,U12B,,
Kestrel Fenzavale,kestrel fenzavale,m,2021,6,U06B,Micro,
Nerys Selreworth,nerys selreworth,m,2016,11,U12B,,
Ulric Torreham,ulric torreham,m,2020,7,U07B,Junior,
Fenn Dorneden,fenn dorneden,m,2018,9,U09B,,
Cato Marreworth,cato marreworth,m,2018,9,U09B,,
Garrick Almewell,garrick almewell,m,2018,8,U08B,Junior,
Zeda Hesdock,zeda hesdock,m,2014,12,U12B,,
Garrick Gilseby,garrick gilseby,m,2018,8,U08B,Junior,
Imre Yarseridge,imre yarseridge,f,2021,5,U05G,Micro,
Kestrel Danleford,kestrel danleford,f,2015,12,U12G,,
Imre Ashgawell,imre ashgawell,m,2018,9,U09B,,
Isolde Jesdavale,isolde jesdavale,m,2017,10,U10B,,
Edda Gildaham,edda gildaham,m,2011,16,U16B,Select,
Vero Wynsewick,vero wynsewick,m,2016,11,U12B,,
Yorick Pencemere,yorick pencemere,m,2021,6,U06B,Micro,
Signy Corkaworth,signy corkaworth,m,2019,8,U08B,Junior,
Xara Dansemere,xara dansemere,f,2017,9,U09G,,
Vesper Evbawick,vesper evbawick,m,2019,7,U07B,Junior,
Xara Hesfevale,xara hesfevale,m,2014,12,U12B,,
Lark Irpewell,lark irpewell,m,2013,14,U14B,Select,
Isolde Irseridge,isolde irseridge,m,2020,7,U07B,Junior,
Kestrel Verperidge,kestrel verperidge,f,2015,11,U12G,,
Hale Zelwestone,hale zelwestone,m,2016,11,U12B,,
Jarl Zelmecombe,jarl zelmecombe,m,2014,12,U12B,,
Signy Torsevale,signy torsevale,f,2021,6,U06G,Micro,
Yorick Alweham,yorick alweham,f,2015,11,U12G,,
Perrin Evreden,perrin evreden,m,2020,7,U07B,Junior,
Ulf Ulbathorn,ulf ulbathorn,f,2011,16,U16G,Select,
Orin Zelbaden,orin zelbaden,f,2019,8,U08G,Junior,
Pell Lingaworth,pell lingaworth,m,2021,5,U05B,Micro,
Orin Wyncemont,orin wyncemont,f,2019,7,U07G,Junior,
Isolde Quiltestone,isolde quiltestone,m,2014,12,U12B,,
Garrick Halteworth,garrick halteworth,m,2017,10,U10B,,
Kestrel Cormeham,kestrel cormeham,m,2019,8,U08B,Junior,
Bertram Ranpeham,bertram ranpeham,m,2016,11,U12B,,
Lisbet Garleden,lisbet garleden,f,2020,6,U06G,Micro,
Odis Istsegrove,odis istsegrove,f,2018,8,U08G,Junior,
Lark Jespestone,lark jespestone,m,2017,10,U10B,,
Nerys Hesteridge,nerys hesteridge,f,2019,7,U07G,Junior,
Lark Ellefield,lark ellefield,m,2020,6,U06B,Micro,
Alder Elfeford,alder elfeford,f,2021,6,U06G,Micro,
Vesper Quilmewell,vesper quilmewell,f,2019,8,U08G,Junior,
Kestrel Zelkathorn,kestrel zelkathorn,f,2019,7,U07G,Junior,
Zeda Elbaby,zeda elbaby,f,2016,11,U12G,,
Corin Garwegrove,corin garwegrove,m,2011,16,U16B,Select,
Nessa Irlegrove,nessa irlegrove,f,2011,16,U16G,Select,
Garrick Gildadge,garrick gildadge,m,2020,7,U07B,Junior,
Wrenna Ulteridge,wrenna ulteridge,f,2022,4,,Minis,yes
Faron Evpeford,faron evpeford,m,2016,11,U12B,,
Joss Bramleley,joss bramleley,m,2016,10,U10B,,
Bertram Ashcemere,bertram ashcemere,f,2019,8,U08G,Junior,
Lark Alseley,lark alseley,m,2022,5,U05B,Micro,
Garrick Ashcomere,garrick ashcomere,f,2015,12,U12G,,
Orin Jorlecombe,orin jorlecombe,f,2022,5,U05G,Micro,
Hesper Dorheridge,hesper dorheridge,m,2021,6,U06B,Micro,
Zeda Ranteham,zeda ranteham,f,2015,11,U12G,,
Bertram Zelweworth,bertram zelweworth,m,2015,12,U12B,,
Zoran Bramkafield,zoran bramkafield,m,2020,6,U06B,Micro,
Hale Ircemere,hale ircemere,m,2022,4,,Minis,yes
Thora Ulneton,thora ulneton,f,2015,12,U12G,,
Tamsin Isttemont,tamsin isttemont,f,2015,11,U12G,,
Ulric Gildaden,ulric gildaden,f,2012,15,U16G,Select,
Ilse Tordoley,ilse tordoley,f,2019,7,U07G,Junior,
Rennick Ashseridge,rennick ashseridge,m,2010,16,U16B,Select,
Dara Clyseley,dara clyseley,f,2008,18,U19G,Select,
Joss Zelgagrove,joss zelgagrove,f,2015,12,U12G,,
Lisbet Clybafield,lisbet clybafield,m,2017,9,U09B,,
Mabon Quildaridge,mabon quildaridge,m,2020,7,U07B,Junior,
Hale Jesremont,hale jesremont,m,2018,8,U08B,Junior,
Nessa Irgaham,nessa irgaham,m,2016,10,U10B,,
Joss Ashdaridge,joss ashdaridge,m,2016,10,U10B,,
Gilda Verfeley,gilda verfeley,f,2011,16,U16G,Select,
Osric Yarkagrove,osric yarkagrove,f,2021,6,U06G,Micro,
Hollin Evmeton,hollin evmeton,f,2018,9,U09G,,
Hollin Alleridge,hollin alleridge,f,2017,9,U09G,,
Bryn Evwemont,bryn evwemont,f,2016,11,U12G,,
Bryn Alhemont,bryn alhemont,f,2017,10,U10G,,
Fable Kelnefield,fable kelnefield,f,2011,16,U16G,Select,
Nessa Istzamere,nessa istzamere,m,2023,4,,Minis,
Kestrel Irhewell,kestrel irhewell,f,2016,11,U12G,,
Linnea Irteridge,linnea irteridge,m,2017,10,U10B,,
Ulf Brampeck,ulf brampeck,m,2020,7,U07B,Junior,
Joss Selfemere,joss selfemere,m,2019,8,U08B,Junior,
Ysolt Alpeden,ysolt alpeden,m,2017,9,U09B,,
Xara Vercothorn,xara vercothorn,m,2021,5,U05B,Micro,
Hale Evbomere,hale evbomere,m,2016,10,U10B,,
Xara Clypemere,xara clypemere,m,2023,4,,Minis,
Orin Heszaley,orin heszaley,f,2022,5,U05G,Micro,
Vesper Danreby,vesper danreby,f,2017,10,U10G,,
Orin Brewestone,orin brewestone,f,2016,11,U12G,,
Bertram Istdaridge,bertram istdaridge,m,2020,6,U06B,Micro,
Bram Halneton,bram halneton,m,2013,13,U14B,Select,
Pell Penkadge,pell penkadge,f,2015,12,U12G,,
Rennick Ashdastone,rennick ashdastone,m,2017,9,U09B,,
Thora Marpedge,thora marpedge,m,2013,14,U14B,Select,
Zeda Wyndaby,zeda wyndaby,f,2016,10,U10G,,
Nessa Seldaford,nessa seldaford,m,2015,12,U12B,,
Hollin Gilgaham,hollin gilgaham,f,2018,9,U09G,,
Bertram Irlemere,bertram irlemere,f,2019,7,U07G,Junior,
Prue Bramcoley,prue bramcoley,f,2019,8,U08G,Junior,
Kestrel Jordaworth,kestrel jordaworth,m,2021,5,U05B,Micro,
Hesper Linboley,hesper linboley,f,2018,9,U09G,,
Corin Dordaby,corin dordaby,m,2008,18,U19B,Select,
Mira Jorzastone,mira jorzastone,m,2013,14,U14B,Select,
Yorick Garzafield,yorick garzafield,m,2021,5,U05B,Micro,
Bram Dormewell,bram dormewell,m,2011,16,U16B,Select,
Faron Jorfevale,faron jorfevale,f,2012,14,U14G,Select,
Vesper Istweby,vesper istweby,m,2018,9,U09B,,yes
Emrys Faldastone,emrys faldastone,m,2016,10,U10B,,
Yorick Garcomere,yorick garcomere,m,2016,11,U12B,,
Signy Bramzaden,signy bramzaden,m,2014,13,U14B,Select,
Hesper Yarperidge,hesper yarperidge,f,2019,8,U08G,Junior,
Zeda Linmegrove,zeda linmegrove,m,2021,6,U06B,Micro,
Gilda Jesdathorn,gilda jesdathorn,f,2022,4,,Minis,
Fable Danveworth,fable danveworth,f,2011,15,U16G,Select,
Kova Nordocombe,kova nordocombe,m,2020,6,U06B,Micro,
Sorrel Alzavale,sorrel alzavale,m,2016,10,U10B,,
Bertram Quilweridge,bertram quilweridge,f,2020,7,U07G,Junior,
Orin Falneley,orin falneley,f,2014,12,U12G,,
Jarl Yarteworth,jarl yarteworth,f,2011,15,U16G,Select,
Wrenna Fendowick,wrenna fendowick,m,2018,8,U08B,Junior,
Zephyr Elmeton,zephyr elmeton,m,2022,4,,Minis,
Xara Dorbowick,xara dorbowick,f,2015,11,U12G,,
Dara Falcoley,dara falcoley,m,2018,9,U09B,,
Thora Eldacombe,thora eldacombe,m,2012,15,U16B,Select,
Ulric Evpevale,ulric evpevale,m,2014,12,U12B,,
Emrys Clycoton,emrys clycoton,f,2016,11,U12G,,
Zeda Jorhethorn,zeda jorhethorn,f,2010,16,U16G,Select,
Ivo Ranboridge,ivo ranboridge,m,2017,10,U10B,,
Nerys Breveworth,nerys breveworth,f,2015,12,U12G,,
Corin Jesgamont,corin jesgamont,m,2014,13,U14B,Select,
Kova Seldoham,kova seldoham,m,2022,5,U05B,Micro,
Signy Quilbaworth,signy quilbaworth,f,2017,10,U10G,,
Nessa Ashteby,nessa ashteby,f,2019,7,U07G,Junior,
Zoran Evtethorn,zoran evtethorn,f,2020,7,U07G,Junior,
Greer Dorsedge,greer dorsedge,f,2019,8,U08G,Junior,
Kerrin Torlestone,kerrin torlestone,m,2015,12,U12B,,
Zephyr Dankaden,zephyr dankaden,m,2018,9,U09B,,
Elsbet Brampedge,elsbet brampedge,f,2018,8,U08G,Junior,
Thora Marmemont,thora marmemont,m,2020,6,U06B,Micro,
Kova Jorceley,kova jorceley,m,2020,6,U06B,Micro,
Ulf Quilsestone,ulf quilsestone,m,2014,13,U14B,Select,
Zoran Lingaford,zoran lingaford,f,2022,4,,Minis,
Verity Bramteford,verity bramteford,m,2012,15,U16B,Select,
Dara Alzaworth,dara alzaworth,f,2013,14,U14G,Select,
Signy Danneridge,signy danneridge,f,2020,6,U06G,Micro,
Corin Corvestone,corin corvestone,m,2022,4,,Minis,
Ulf Altevale,ulf altevale,m,2020,6,U06B,Micro,
Xara Linback,xara linback,m,2017,10,U10B,,
Tamsin Penrevale,tamsin penrevale,f,2015,11,U12G,,
Pell Breneworth,pell breneworth,f,2015,11,U12G,,
Lark Verzaley,lark verzaley,f,2021,6,U06G,Micro,
Perrin Ovdaridge,perrin ovdaridge,m,2017,10,U10B,,
Fenn Clyteley,fenn clyteley,m,2017,9,U09B,,yes
Juno Zelleworth,juno zelleworth,m,2016,10,U10B,,
Delia Fendastone,delia fendastone,m,2014,13,U14B,Select,
Ulla Fencodge,ulla fencodge,f,2020,7,U07G,Junior,
Wren Clycevale,wren clycevale,f,2013,14,U14G,Select,
Nils Corneton,nils corneton,m,2016,11,U12B,,
Joss Zelbagrove,joss zelbagrove,f,2015,11,U12G,,
Lark Bremeworth,lark bremeworth,m,2019,8,U08B,Junior,
Pell Seldomere,pell seldomere,m,2015,12,U12B,,
Elsbet Garpefield,elsbet garpefield,m,2014,12,U12B,,
Vero Clyveworth,vero clyveworth,m,2017,10,U10B,,
Ysolt Kelcoden,ysolt kelcoden,f,2017,9,U09G,,
Nerys Norferidge,nerys norferidge,m,2015,11,U12B,,
Vesper Marbock,vesper marbock,m,2019,8,U08B,Junior,
Orin Istzathorn,orin istzathorn,f,2016,11,U12G,,
Bryn Falbaford,bryn falbaford,m,2022,4,,Minis,
Orin Istmefield,orin istmefield,m,2018,9,U09B,,
Kestrel Ashmecombe,kestrel ashmecombe,f,2021,5,U05G,Micro,
Yorick Kelcoham,yorick kelcoham,m,2010,16,U16B,Select,
Corin Selneridge,corin selneridge,m,2018,9,U09B,,
Bryn Wynrestone,bryn wynrestone,f,2018,9,U09G,,
Joss Istpeworth,joss istpeworth,f,2020,6,U06G,Micro,
Corin Verfewell,corin verfewell,m,2014,12,U12B,,
Bryn Istseworth,bryn istseworth,m,2018,9,U09B,,
Odis Rangaworth,odis rangaworth,m,2019,8,U08B,Junior,
Ivo Kelnecombe,ivo kelnecombe,f,2016,10,U10G,,
Mira Fengacombe,mira fengacombe,f,2020,7,U07G,Junior,
Ysolt Danmewick,ysolt danmewick,m,2011,15,U16B,Select,
Ulf Irkaden,ulf irkaden,m,2018,9,U09B,,
Nerys Hesnethorn,nerys hesnethorn,f,2019,8,U08G,Junior,
Zephyr Marbodge,zephyr marbodge,f,2020,6,U06G,Micro,
Isolde Jorwemere,isolde jorwemere,f,2017,9,U09G,,
Clove Torsestone,clove torsestone,f,2018,9,U09G,,
Isolde Ulbostone,isolde ulbostone,m,2022,5,U05B,Micro,
Lark Danwefield,lark danwefield,m,2021,6,U06B,Micro,
Vero Irveham,vero irveham,f,2020,7,U07G,Junior,
Nessa Dorkadge,nessa dorkadge,m,2013,13,U14B,Select,
Thora Normestone,thora normestone,f,2022,5,U05G,Micro,
Pell Marmemere,pell marmemere,m,2017,10,U10B,,
Fable Kelbawell,fable kelbawell,m,2017,10,U10B,,
Joss Irceden,joss irceden,m,2023,4,,Minis,
Dara Kelmewick,dara kelmewick,f,2019,7,U07G,Junior,
Zeda Garmethorn,zeda garmethorn,f,2020,6,U06G,Micro,
Torv Yarbothorn,torv yarbothorn,f,2018,8,U08G,Junior,
Vesper Elremont,vesper elremont,f,2012,14,U14G,Select,
Joss Ashcoton,joss ashcoton,m,2014,12,U12B,,
Isolde Brekaridge,isolde brekaridge,f,2019,7,U07G,Junior,
Pell Linwethorn,pell linwethorn,f,2011,16,U16G,Select,
Isolde Brambofield,isolde brambofield,f,2011,16,U16G,Select,
Alder Yarseck,alder yarseck,f,2019,8,U08G,Junior,
Ivo Dandogrove,ivo dandogrove,m,2023,4,,Minis,
Hesper Linvemont,hesper linvemont,f,2021,5,U05G,Micro,
Nessa Fenpeden,nessa fenpeden,m,2014,13,U14B,Select,
Zephyr Selzaley,zephyr selzaley,f,2021,6,U06G,Micro,
Gilda Hesceridge,gilda hesceridge,m,2010,17,U19B,Select,
Faron Gilbagrove,faron gilbagrove,f,2018,8,U08G,Junior,
Ysolt Torpemont,ysolt torpemont,m,2010,17,U19B,Select,
Vero Zelcemont,vero zelcemont,f,2018,9,U09G,,
Yorick Penheck,yorick penheck,m,2021,6,U06B,Micro,
Ilse Lintefield,ilse lintefield,m,2016,11,U12B,,
Odis Gilcocombe,odis gilcocombe,f,2015,12,U12G,,
Sorrel Clydamont,sorrel clydamont,m,2011,15,U16B,Select,
Nessa Fencoby,nessa fencoby,f,2016,11,U12G,,
Kova Corfeworth,kova corfeworth,f,2016,11,U12G,,
Sorrel Hesleley,sorrel hesleley,f,2016,11,U12G,,
Yorick Breheham,yorick breheham,f,2019,8,U08G,Junior,
Cato Fenweridge,cato fenweridge,m,2013,13,U14B,Select,
Bertram Garmewick,bertram garmewick,f,2021,5,U05G,Micro,
Dara Jorzaden,dara jorzaden,m,2021,6,U06B,Micro,
Thora Irreford,thora irreford,f,2011,16,U16G,Select,
Hale Kelweck,hale kelweck,f,2012,15,U16G,Select,
Nerys Marleham,nerys marleham,f,2011,16,U16G,Select,
Wrenna Yarzagrove,wrenna yarzagrove,f,2022,5,U05G,Micro,
Alder Clydovale,alder clydovale,m,2020,6,U06B,Micro,yes
Yorick Ovtemont,yorick ovtemont,m,2018,9,U09B,,
Tamsin Brewecombe,tamsin brewecombe,m,2010,17,U19B,Select,
Fenn Linreford,fenn linreford,m,2008,19,U19B,Select,
Yorick Ranhevale,yorick ranhevale,m,2017,10,U10B,,
Tamsin Lincovale,tamsin lincovale,f,2020,7,U07G,Junior,
Hesper Hesgagrove,hesper hesgagrove,f,2011,16,U16G,Select,
Garrick Marzaby,garrick marzaby,f,2012,14,U14G,Select,
Odis Bramweworth,odis bramweworth,f,2012,14,U14G,Select,
Gilda Istwethorn,gilda istwethorn,f,2017,9,U09G,,
Hale Garbadge,hale garbadge,f,2011,16,U16G,Select,
Cato Garneby,cato garneby,f,2016,10,U10G,,
Hale Ranmeworth,hale ranmeworth,f,2017,9,U09G,,
Zoran Penteham,zoran penteham,m,2011,16,U16B,Select,
Edda Jesleck,edda jesleck,m,2015,11,U12B,,
Odis Breweley,odis breweley,f,2021,6,U06G,Micro,
Ysolt Ulwedge,ysolt ulwedge,f,2020,6,U06G,Micro,
Mira Bramkastone,mira bramkastone,m,2014,13,U14B,Select,
Ivo Ovzaford,ivo ovzaford,m,2016,11,U12B,,
Imre Clyreley,imre clyreley,m,2022,4,,Minis,
Wren Norboford,wren norboford,m,2015,12,U12B,,
Clove Norcovale,clove norcovale,f,2015,12,U12G,,
Prue Aldoden,prue aldoden,m,2022,5,U05B,Micro,
Jarl Wyntewell,jarl wyntewell,f,2018,8,U08G,Junior,
Hollin Irkawell,hollin irkawell,m,2015,12,U12B,,
Ulf Zelbowell,ulf zelbowell,m,2011,15,U16B,Select,
Tamsin Gilzack,tamsin gilzack,m,2011,15,U16B,Select,
Pell Ashmemere,pell ashmemere,m,2018,8,U08B,Junior,
Mabon Ashweham,mabon ashweham,f,2020,6,U06G,Micro,
Edda Irceford,edda irceford,m,2019,8,U08B,Junior,
Tamsin Brekamere,tamsin brekamere,f,2018,8,U08G,Junior,
Perrin Ranbostone,perrin ranbostone,m,2021,6,U06B,Micro,
Bram Evpeton,bram evpeton,m,2022,4,,Minis,
Signy Vermethorn,signy vermethorn,f,2018,9,U09G,,
Ulf Bregavale,ulf bregavale,m,2015,11,U12B,,
Wren Halgavale,wren halgavale,f,2023,4,,Minis,
Sable Corbodge,sable corbodge,f,2014,13,U14G,Select,
Perrin Jorcemere,perrin jorcemere,m,2015,11,U12B,,
Hale Ovpeton,hale ovpeton,f,2018,9,U09G,,
Torv Ashdaton,torv ashdaton,m,2016,11,U12B,,
Yarrow Brecoridge,yarrow brecoridge,m,2023,4,,Minis,
Vesper Hescoridge,vesper hescoridge,f,2014,13,U14G,Select,
Signy Linceworth,signy linceworth,m,2019,8,U08B,Junior,
Ilse Elwethorn,ilse elwethorn,f,2022,5,U05G,Micro,
Isolde Selmeridge,isolde selmeridge,m,2016,11,U12B,,
Odis Ashbovale,odis ashbovale,f,2022,4,,Minis,yes
Perrin Marback,perrin marback,m,2020,6,U06B,Micro,
Greer Dorcoby,greer dorcoby,m,2021,5,U05B,Micro,
Linnea Evleley,linnea evleley,m,2017,9,U09B,,
Emrys Fendoley,emrys fendoley,f,2015,11,U12G,,
Edda Fensemere,edda fensemere,m,2016,10,U10B,,
Fenn Fenwegrove,fenn fenwegrove,m,2014,12,U12B,,
Bertram Ashcecombe,bertram ashcecombe,m,2020,6,U06B,Micro,
Edda Haldothorn,edda haldothorn,f,2013,14,U14G,Select,
Kestrel Ranpemont,kestrel ranpemont,f,2022,5,U05G,Micro,
Corin Yarpedge,corin yarpedge,f,2022,4,,Minis,
Fable Garvefield,fable garvefield,m,2014,12,U12B,,
Bram Dorwemont,bram dorwemont,m,2014,12,U12B,,
